game_id,round,TP,year,player,teamname,list,team,country,faction,valid
132,1,1,2016,Jeremy Lee,Team USA Blue,Kaya 2,2,USA,circle,TRUE
133,1,1,2016,Brian Marino,Team USA Blue,Lylyth 3,2,USA,legion,TRUE
134,1,0,2016,Dan Yount,Team USA Blue,Wurmwood 1,2,USA,circle,TRUE
135,1,1,2016,Jay Larsen,Team USA Blue,Ragnor 1,2,USA,trollbloods,TRUE
136,1,1,2016,Baptiste Schmittlin,Team France Obelix,Severius 2,2,France,protectorate,TRUE
137,1,0,2016,Alexandre Maiffret,Team France Obelix,Grayle 1,2,France,circle,TRUE
138,1,1,2016,Kevin Maeder,Team France Obelix,Rhyas 1,2,France,legion,TRUE
139,1,1,2016,Adrien Cahier,Team France Obelix,Harkevich 1,2,France,khador,TRUE
140,1,0,2016,Kevin Aourragh,Team France Obelix,Scaverous 1,2,France,cryx,TRUE
141,1,1,2016,Andrea Cesana,Team Italy Leonardo,Irusk 2,2,Italy,khador,TRUE
142,1,1,2016,Francesco Recchiuti,Team Italy Leonardo,Terminus 1,2,Italy,cryx,TRUE
143,1,1,2016,Diego Moruzzo,Team Italy Leonardo,High Reclaimer 1,2,Italy,protectorate,TRUE
144,1,1,2016,Vincenzo Rotondo,Team Italy Leonardo,Haley 2,2,Italy,cygnar,TRUE
145,1,1,2016,Davide Insinna,Team Italy Leonardo,Doomshaper 3,2,Italy,trollbloods,TRUE
146,1,0,2016,Aaron Wale,Team Australia Koala,Scaverous 1,2,Australia,cryx,TRUE
147,1,0,2016,David Potts,Team Australia Koala,Xerxis 1,2,Australia,skorne,TRUE
148,1,0,2016,Josh Bates,Team Australia Koala,Caine 2,2,Australia,cygnar,TRUE
149,1,0,2016,Jeff Galea,Team Australia Koala,Helynna 1,2,Australia,retribution,TRUE
150,1,0,2016,Peter Bates,Team Australia Koala,Reznik 2,2,Australia,protectorate,TRUE
151,1,0,2016,Mike Puryear,Team USA Red,Harbinger 1,2,USA,protectorate,TRUE
152,1,1,2016,Bret Fogel,Team USA Red,Wurmwood 1,2,USA,circle,TRUE
153,1,1,2016,Billy Robin,Team USA Red,Caine 2,2,USA,cygnar,TRUE
154,1,0,2016,Jason Flanzer,Team USA Red,Gunnbjorn 1,2,USA,trollbloods,TRUE
155,1,1,2016,David Smith,Team USA Red,Damiano 1,2,USA,mercenaries,TRUE
156,1,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Madrak 2,2,Italy,trollbloods,TRUE
157,1,1,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,2,Italy,cygnar,TRUE
158,1,0,2016,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,2,Italy,retribution,TRUE
159,1,0,2016,Emiliano Traversi,Team Italy Michaelangelo,Lylyth 3,2,Italy,legion,TRUE
160,1,0,2016,Marco Elitropi,Team Italy Michaelangelo,High Reclaimer 1,2,Italy,protectorate,TRUE
161,2,0,2016,Christoffer Wedding,Team Sweden Nobel,Issyria 1,2,Sweden,retribution,TRUE
162,2,0,2016,Filip Zingmark,Team Sweden Nobel,Tanith 1,2,Sweden,circle,TRUE
163,2,0,2016,Johan Dyrlind,Team Sweden Nobel,Karchev 1,2,Sweden,khador,TRUE
164,2,1,2016,Olov Winroth,Team Sweden Nobel,Haley 2,2,Sweden,cygnar,TRUE
165,2,1,2016,Andreas Holm,Team Sweden Nobel,Kaelyssa 1,2,Sweden,retribution,TRUE
166,2,1,2016,Dimitris Kasdiovasilis,Team Greece Prime,Ragnor 1,2,Greece,trollbloods,TRUE
167,2,1,2016,Nikos Kerazoglou,Team Greece Prime,Butcher 3,2,Greece,khador,TRUE
168,2,0,2016,Orestis Argiropoulos,Team Greece Prime,Skarre 1,2,Greece,cryx,TRUE
169,2,0,2016,Panagiotis Demiris,Team Greece Prime,Naaresh 1,2,Greece,skorne,TRUE
170,2,1,2016,George Banavos,Team Greece Prime,Rasheth 1,2,Greece,skorne,TRUE
171,2,0,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Caine 2,2,Italy,cygnar,TRUE
172,2,0,2016,Marco Elitropi,Team Italy Michaelangelo,High Reclaimer 1,2,Italy,protectorate,TRUE
173,2,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Madrak 2,2,Italy,trollbloods,TRUE
174,2,1,2016,Emiliano Traversi,Team Italy Michaelangelo,Lylyth 3,2,Italy,legion,TRUE
175,2,0,2016,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,2,Italy,retribution,TRUE
176,2,0,2016,Marcin Mycek,Team Poland Wisents,Ossrum 1,2,Poland,mercenaries,TRUE
177,2,0,2016,Tomasz Tutaj,Team Poland Wisents,High Reclaimer 1,2,Poland,protectorate,TRUE
178,2,0,2016,Artur Rietz,Team Poland Wisents,Krueger 1,2,Poland,circle,TRUE
179,2,0,2016,Jakub Irzyk,Team Poland Wisents,Stryker 2,2,Poland,cygnar,TRUE
180,2,0,2016,Konrad Sosnowski,Team Poland Wisents,Asphyxious 3,2,Poland,cryx,TRUE
181,2,0,2016,Chris Davies,Team Australia Echidna ,Irusk 2,2,Australia,khador,TRUE
182,2,0,2016,Jack Ding,Team Australia Echidna ,High Reclaimer 1,2,Australia,protectorate,TRUE
183,2,0,2016,Tom Guan,Team Australia Echidna ,Kaya 2,2,Australia,circle,TRUE
184,2,0,2016,Colin Hill,Team Australia Echidna ,Rask 1,2,Australia,minions,TRUE
185,2,0,2016,Dyland Simmer,Team Australia Echidna ,Rahn 1,2,Australia,retribution,TRUE
186,2,1,2016,Wiktor Harezlak,Team Poland Marmots,Skarre 1,2,Poland,cryx,TRUE
187,2,1,2016,Mateusz Szulc,Team Poland Marmots,Magnus 2,2,Poland,mercenaries,TRUE
188,2,0,2016,Rafal Anusiak,Team Poland Marmots,Montador 1,2,Poland,mercenaries,TRUE
189,2,1,2016,Adam Szugajew,Team Poland Marmots,Irusk 2,2,Poland,khador,TRUE
190,2,1,2016,Jaromir Skirmuntt,Team Poland Marmots,Kaelyssa 1,2,Poland,retribution,TRUE
191,2,0,2016,Dirk Pintjens,Team Belgium Prinzesschen,Amon 1,2,Belgium,protectorate,TRUE
192,2,1,2016,Klaas Luyckx,Team Belgium Prinzesschen,Ragnor 1,2,Belgium,trollbloods,TRUE
193,2,1,2016,Laurens Tanguy,Team Belgium Prinzesschen,Vyros 2,2,Belgium,retribution,TRUE
194,2,1,2016,Wout Maerschalck,Team Belgium Prinzesschen,Sloan 1,2,Belgium,cygnar,TRUE
195,2,1,2016,Tommy Geuns,Team Belgium Prinzesschen,Maddox 1,2,Belgium,cygnar,TRUE
196,2,0,2016,Dominic Leedham,Team England Lions,Caine 2,2,England,cygnar,TRUE
197,2,0,2016,Ben diBosdari,Team England Lions,Lucant 1,2,England,convergence,TRUE
198,2,0,2016,Brett Wilkie,Team England Lions,Baldur 2,2,England,circle,TRUE
199,2,1,2016,Matt Goligher,Team England Lions,Ragnor 1,2,England,trollbloods,TRUE
200,2,0,2016,Nathan Hoole,Team England Lions,Siege 1,2,England,cygnar,TRUE
201,2,0,2016,Ian Campbell,Team Scotland Bru,Wurmwood 1,2,Scotland,circle,TRUE
202,2,0,2016,David Mace,Team Scotland Bru,Absylonia 2,2,Scotland,legion,TRUE
203,2,1,2016,Nicholas Joyce,Team Scotland Bru,Gorten 1,2,Scotland,mercenaries,TRUE
204,2,1,2016,Ross Harkin,Team Scotland Bru,Karchev 1,2,Scotland,khador,TRUE
205,2,0,2016,Frazer Penman,Team Scotland Bru,Ragnor 1,2,Scotland,trollbloods,TRUE
206,2,1,2016,Guanbo Liu,Team China Egg Roll,Asphyxious 3,2,China,cryx,TRUE
207,2,1,2016,Jason Mcleod,Team China Egg Roll,Arkadius 1,2,China,minions,TRUE
208,2,1,2016,Chen Ge,Team China Egg Roll,Amon 1,2,China,protectorate,TRUE
209,2,0,2016,He Jiang,Team China Egg Roll,Madrak 2,2,China,trollbloods,TRUE
210,2,1,2016,Luke Pollard,Team China Egg Roll,Kromac 2,2,China,circle,TRUE
211,2,0,2016,Martin Huf,Team Germany Red,Kallus 1,2,Germany,legion,TRUE
212,2,1,2016,Hinnerk Fischer,Team Germany Red,Thyra 1,2,Germany,protectorate,TRUE
213,2,0,2016,Florian Platte,Team Germany Red,High Reclaimer 1,2,Germany,protectorate,TRUE
214,2,0,2016,Alfredo Virgillito,Team Germany Red,Doomshaper 2,2,Germany,trollbloods,TRUE
215,2,0,2016,Niels Pecherz,Team Germany Red,Ossyan 1,2,Germany,retribution,TRUE
216,2,0,2016,Fraser McFetridge,Team Scotland Irn,Rask 1,2,Scotland,minions,TRUE
217,2,1,2016,Michael Dick,Team Scotland Irn,Wurmwood 1,2,Scotland,circle,TRUE
218,2,0,2016,William Cruickshanks,Team Scotland Irn,Iron Mother 1,2,Scotland,convergence,TRUE
219,2,0,2016,Alasdair Johnstone,Team Scotland Irn,Haley 2,2,Scotland,cygnar,TRUE
220,2,1,2016,Bryce Johnston,Team Scotland Irn,Severius 1,2,Scotland,protectorate,TRUE
221,2,1,2016,Bogdan Novikov,Team Russia Bears,Baldur 2,2,Russia,circle,TRUE
222,2,1,2016,Andrei Ivanov,Team Russia Bears,Witch coven 1,2,Russia,cryx,TRUE
223,2,1,2016,Artem Volik,Team Russia Bears,Issyria 1,2,Russia,retribution,TRUE
224,2,0,2016,Mikhail Novikov,Team Russia Bears,Amon 1,2,Russia,protectorate,TRUE
225,2,0,2016,Dmitry Khalansky,Team Russia Bears,Haley 2,2,Russia,cygnar,TRUE
226,2,0,2016,Victor Pons Tec,Team France Asterix,Madrak 2,2,France,trollbloods,TRUE
227,2,0,2016,Julien Dupoirieux,Team France Asterix,Baldur 2,2,France,circle,TRUE
228,2,0,2016,Antoine Granet Tza,Team France Asterix,Wurmwood 1,2,France,circle,TRUE
229,2,0,2016,Matthieu Vega Mouskapet,Team France Asterix,Scaverous 1,2,France,cryx,TRUE
230,2,0,2016,Pierre Arnauld de Seze,Team France Asterix,Harkevich 1,2,France,khador,TRUE
231,2,1,2016,Simon Sorensen,Team Denmark Jotunheim,Severius 2,2,Denmark,protectorate,TRUE
232,2,1,2016,Jan D'Souza,Team Denmark Jotunheim,Goreshade 1,2,Denmark,cryx,TRUE
233,2,1,2016,Soren,Team Denmark Jotunheim,Stryker 2,2,Denmark,cygnar,TRUE
234,2,0,2016,Mikkel Ernst,Team Denmark Jotunheim,Vladimir 2,2,Denmark,khador,TRUE
235,2,1,2016,Benjamin Kierkegaard,Team Denmark Jotunheim,Helynna 1,2,Denmark,retribution,TRUE
236,2,0,2016,Jeff Galea,Team Australia Koala,Kaelyssa 1,2,Australia,retribution,TRUE
237,2,0,2016,Peter Bates,Team Australia Koala,Severius 2,2,Australia,protectorate,TRUE
238,2,0,2016,Aaron Wale,Team Australia Koala,Skarre 1,2,Australia,cryx,TRUE
239,2,0,2016,David Potts,Team Australia Koala,Naaresh 1,2,Australia,skorne,TRUE
240,2,0,2016,Josh Bates,Team Australia Koala,Caine 2,2,Australia,cygnar,TRUE
241,2,1,2016,Terje Boye,Team Norway Red,Butcher 3,2,Norway,khador,TRUE
242,2,1,2016,Jarle Svendsrud,Team Norway Red,Haley 2,2,Norway,cygnar,TRUE
243,2,0,2016,Gard Andresen,Team Norway Red,Kaelyssa 1,2,Norway,retribution,TRUE
244,2,1,2016,Jonas Brand,Team Norway Red,Kromac 1,2,Norway,circle,TRUE
245,2,0,2016,Jakub Grzegorzek,Team Norway Red,High Reclaimer 1,2,Norway,protectorate,TRUE
246,2,1,2016,Michiel Smits,Team Netherlands Vermeer,Madrak 2,2,Netherlands,trollbloods,TRUE
247,2,1,2016,Marc de Ruiter,Team Netherlands Vermeer,Issyria 1,2,Netherlands,retribution,TRUE
248,2,1,2016,Maarten Koopmans,Team Netherlands Vermeer,Mordikaar 1,2,Netherlands,skorne,TRUE
249,2,1,2016,Marnix Baas,Team Netherlands Vermeer,Irusk 2,2,Netherlands,khador,TRUE
250,2,1,2016,Michael Boom,Team Netherlands Vermeer,Amon 1,2,Netherlands,protectorate,TRUE
251,2,1,2016,Alexander Loginov,Team Russia Desmans,Nemo 1,2,Russia,cygnar,TRUE
252,2,1,2016,Kirill Ustilovskiy,Team Russia Desmans,Karchev 1,2,Russia,NA,FALSE
253,2,1,2016,Aleksei Guk,Team Russia Desmans,Ossyan 1,2,Russia,retribution,TRUE
254,2,1,2016,Dmitrii Tochenov,Team Russia Desmans,Vyros 2,2,Russia,retribution,TRUE
255,2,0,2016,Konstantin Kruchinin,Team Russia Desmans,Sloan 1,2,Russia,cygnar,TRUE
256,2,1,2016,Marios Oikonomopoulos,Team Greece Epic,Absylonia 2,2,Greece,legion,TRUE
257,2,0,2016,Andreas Rizopoulos,Team Greece Epic,Xerxis 1,2,Greece,skorne,TRUE
258,2,0,2016,Konstantinos Oikonomopoulos,Team Greece Epic,Harkevich 1,2,Greece,khador,TRUE
259,2,0,2016,Giannis Agoras,Team Greece Epic,Lucant 1,2,Greece,convergence,TRUE
260,2,1,2016,Spyros Karakitsos,Team Greece Epic,Witch coven 1,2,Greece,cryx,TRUE
261,2,1,2016,Samu Jarvinen,Team Finland Ilmarinen,Baldur 2,2,Finland,circle,TRUE
262,2,1,2016,Teemu Aro,Team Finland Ilmarinen,Harkevich 1,2,Finland,khador,TRUE
263,2,1,2016,Teppo Aro,Team Finland Ilmarinen,Nemo 3,2,Finland,cygnar,TRUE
264,2,1,2016,Iiro Järvenpää,Team Finland Ilmarinen,Zaal 1,2,Finland,skorne,TRUE
265,2,0,2016,Hermanni Raatevaara,Team Finland Ilmarinen,Irusk 2,2,Finland,khador,TRUE
266,2,0,2016,Joao Morais,Team Portugal Prime,Rasheth 1,2,Portugal,skorne,TRUE
267,2,1,2016,Nuno Sequeira,Team Portugal Prime,Terminus 1,2,Portugal,cryx,TRUE
268,2,1,2016,Paulo Morais,Team Portugal Prime,Haley 2,2,Portugal,cygnar,TRUE
269,2,1,2016,Alexis Vallalta,Team Portugal Prime,Iron Mother 1,2,Portugal,NA,FALSE
270,2,0,2016,Vasco Oliveira,Team Portugal Prime,Vayl 1,2,Portugal,legion,TRUE
271,2,0,2016,Martin Hornacek,Team Austria Schnitzel,Hexeris 2,2,Austria,skorne,TRUE
272,2,0,2016,Florian Hartmann,Team Austria Schnitzel,Ossyan 1,2,Austria,retribution,TRUE
273,2,0,2016,Stefan Riegler,Team Austria Schnitzel,Butcher 3,2,Austria,khador,TRUE
274,2,0,2016,Wolfgang Weber,Team Austria Schnitzel,Witch coven 1,2,Austria,cryx,TRUE
275,2,0,2016,Erich Hochauer,Team Austria Schnitzel,Iron Mother 1,2,Austria,convergence,TRUE
276,2,0,2016,Baptiste Schmittlin,Team France Obelix,Severius 2,2,France,protectorate,TRUE
277,2,0,2016,Adrien Cahier,Team France Obelix,Harkevich 1,2,France,khador,TRUE
278,2,0,2016,Kevin Maeder,Team France Obelix,Thagrosh 1,2,France,legion,TRUE
279,2,1,2016,Alexandre Maiffret,Team France Obelix,Grayle 1,2,France,circle,TRUE
280,2,0,2016,Kevin Aourragh,Team France Obelix,Scaverous 1,2,France,cryx,TRUE
281,2,1,2016,Sebastian Kaas Petersen,Team Denmark Asgaard,Vayl 2,2,Denmark,legion,TRUE
282,2,0,2016,Frederik Munch,Team Denmark Asgaard,Montador 1,2,Denmark,mercenaries,TRUE
283,2,0,2016,Marc Nielsen,Team Denmark Asgaard,High Reclaimer 1,2,Denmark,protectorate,TRUE
284,2,0,2016,Peter Bom Jensen,Team Denmark Asgaard,Wurmwood 1,2,Denmark,circle,TRUE
285,2,0,2016,Nikolaj Ulf,Team Denmark Asgaard,Irusk 2,2,Denmark,khador,TRUE
286,2,0,2016,Christophe Dirckx,Team Belgium Victorious Secret,Sorscha 1,2,Belgium,khador,TRUE
287,2,0,2016,Steven De Canck,Team Belgium Victorious Secret,Irusk 2,2,Belgium,khador,TRUE
288,2,0,2016,Tim Bossuyt,Team Belgium Victorious Secret,Scaverous 1,2,Belgium,cryx,TRUE
289,2,0,2016,Benoit Van Lee,Team Belgium Victorious Secret,Magnus 2,2,Belgium,mercenaries,TRUE
290,2,0,2016,Niels De Vlieger,Team Belgium Victorious Secret,Lylyth 3,2,Belgium,legion,TRUE
291,2,0,2016,Tomas Sedlon,Team Czech Republic White,Butcher 3,2,Czech.Republic,khador,TRUE
292,2,1,2016,Stepan Slavik,Team Czech Republic White,Absylonia 2,2,Czech.Republic,legion,TRUE
293,2,1,2016,Jiri Kares,Team Czech Republic White,Wurmwood 1,2,Czech.Republic,circle,TRUE
294,2,1,2016,Vojtech Medonos,Team Czech Republic White,Gunnbjorn 1,2,Czech.Republic,trollbloods,TRUE
295,2,1,2016,Josef Skladanka,Team Czech Republic White,Haley 1,2,Czech.Republic,cygnar,TRUE
296,2,0,2016,Andrea Cesana,Team Italy Leonardo,Irusk 2,2,Italy,khador,TRUE
297,2,0,2016,Francesco Recchiuti,Team Italy Leonardo,Deneghra 1,2,Italy,cryx,TRUE
298,2,1,2016,Vincenzo Rotondo,Team Italy Leonardo,Haley 2,2,Italy,cygnar,TRUE
299,2,0,2016,Davide Insinna,Team Italy Leonardo,Doomshaper 3,2,Italy,trollbloods,TRUE
300,2,0,2016,Diego Moruzzo,Team Italy Leonardo,High Reclaimer 1,2,Italy,protectorate,TRUE
301,2,1,2016,RJ Marchant,Team Canada Moose,Lylyth 3,2,Canada,legion,TRUE
302,2,1,2016,Lukasz Kruszenski,Team Canada Moose,Vayl 2,2,Canada,NA,FALSE
303,2,0,2016,Cory Doyle,Team Canada Moose,Kreoss 3,2,Canada,protectorate,TRUE
304,2,0,2016,Jeff Everitt,Team Canada Moose,Irusk 2,2,Canada,khador,TRUE
305,2,0,2016,Dustin McWhirter,Team Canada Moose,Stryker 2,2,Canada,cygnar,TRUE
306,2,1,2016,Scott Hooper-Jones,Team Wales Crafanc,Montador 1,2,Wales,mercenaries,TRUE
307,2,0,2016,Ben Jenkins,Team Wales Crafanc,Deneghra 1,2,Wales,cryx,TRUE
308,2,1,2016,Alun Evans,Team Wales Crafanc,Thyra 1,2,Wales,protectorate,TRUE
309,2,0,2016,Rhys Phillips,Team Wales Crafanc,Helynna 1,2,Wales,retribution,TRUE
310,2,0,2016,Adam Jones,Team Wales Crafanc,Madrak 2,2,Wales,trollbloods,TRUE
311,2,0,2016,Giaccomo Mader,Team Switzerland Chocolate,Haley 1,2,Switzerland,cygnar,TRUE
312,2,1,2016,Marc Trautmann,Team Switzerland Chocolate,Helynna 1,2,Switzerland,retribution,TRUE
313,2,1,2016,Michael Ilegems,Team Switzerland Chocolate,Amon 1,2,Switzerland,protectorate,TRUE
314,2,1,2016,Robi Deola,Team Switzerland Chocolate,Thyra 1,2,Switzerland,protectorate,TRUE
315,2,0,2016,Marco Bernasconi,Team Switzerland Chocolate,Goreshade 1,2,Switzerland,cryx,TRUE
316,2,1,2016,Patrick Long,Team Ireland Craic,Madrak 2,2,Ireland,trollbloods,TRUE
317,2,0,2016,Dan Porter,Team Ireland Craic,Haley 2,2,Ireland,cygnar,TRUE
318,2,1,2016,Rob Read,Team Ireland Craic,Kreoss 1,2,Ireland,protectorate,TRUE
319,2,1,2016,Ciaran Bolger,Team Ireland Craic,Xerxis 1,2,Ireland,skorne,TRUE
320,2,0,2016,Michael Porter,Team Ireland Craic,Vayl 2,2,Ireland,legion,TRUE
321,3,0,2016,Andreas Holm,Team Sweden Nobel,Ossyan 1,2,Sweden,retribution,TRUE
322,3,0,2016,Olov Winroth,Team Sweden Nobel,Haley 3,2,Sweden,cygnar,TRUE
323,3,1,2016,Filip Zingmark,Team Sweden Nobel,Wurmwood 1,2,Sweden,circle,TRUE
324,3,0,2016,Christoffer Wedding,Team Sweden Nobel,Issyria 1,2,Sweden,retribution,TRUE
325,3,0,2016,Johan Dyrlind,Team Sweden Nobel,Karchev 1,2,Sweden,khador,TRUE
326,3,0,2016,Konrad Sosnowski,Team Poland Wisents,Witch coven 1,2,Poland,cryx,TRUE
327,3,0,2016,Marcin Mycek,Team Poland Wisents,Ossrum 1,2,Poland,mercenaries,TRUE
328,3,0,2016,Jakub Irzyk,Team Poland Wisents,Stryker 2,2,Poland,cygnar,TRUE
329,3,0,2016,Tomasz Tutaj,Team Poland Wisents,High Reclaimer 1,2,Poland,protectorate,TRUE
330,3,0,2016,Artur Rietz,Team Poland Wisents,Wurmwood 1,2,Poland,circle,TRUE
331,3,1,2016,Vincent van der Bijl,Team Netherlands Rembrandt,Asphyxious 3,2,Netherlands,cryx,TRUE
332,3,1,2016,Dave den Ouden,Team Netherlands Rembrandt,Doomshaper 1,2,Netherlands,trollbloods,TRUE
333,3,1,2016,Anjo Brand,Team Netherlands Rembrandt,Vyros 1,2,Netherlands,retribution,TRUE
334,3,1,2016,William Bekkema,Team Netherlands Rembrandt,Lucant 1,2,Netherlands,convergence,TRUE
335,3,1,2016,Tom Starren,Team Netherlands Rembrandt,Karchev 1,2,Netherlands,khador,TRUE
336,3,0,2016,Marco Elitropi,Team Italy Michaelangelo,Severius 2,2,Italy,protectorate,TRUE
337,3,0,2016,Edoardo Rinaldi,Team Italy Michaelangelo,Haley 2,2,Italy,cygnar,TRUE
338,3,0,2016,Daniele Diaspro,Team Italy Michaelangelo,Vyros 2,2,Italy,retribution,TRUE
339,3,0,2016,Alessandro Montagnani,Team Italy Michaelangelo,Madrak 2,2,Italy,trollbloods,TRUE
340,3,1,2016,Emiliano Traversi,Team Italy Michaelangelo,Thagrosh 1,2,Italy,legion,TRUE
341,3,1,2016,Ola Segerberg,Team Sweden Bofors,Issyria 1,2,Sweden,retribution,TRUE
342,3,0,2016,Torbjorn Hansson,Team Sweden Bofors,Vayl 2,2,Sweden,legion,TRUE
343,3,1,2016,Gustav Linderup,Team Sweden Bofors,Kreoss 3,2,Sweden,protectorate,TRUE
344,3,1,2016,Fredrik Rabén,Team Sweden Bofors,Haley 3,2,Sweden,cygnar,TRUE
345,3,1,2016,Niklas Bergmark,Team Sweden Bofors,Borka 1,2,Sweden,trollbloods,TRUE
346,3,1,2016,Trevor Christensen,Team USA White,Makeda 2,2,USA,skorne,TRUE
347,3,0,2016,Trevor Attridge,Team USA White,Haley 2,2,USA,cygnar,TRUE
348,3,0,2016,Chris Green,Team USA White,Kaya 2,2,USA,circle,TRUE
349,3,1,2016,Michael Ireland,Team USA White,Ossyan 1,2,USA,retribution,TRUE
350,3,0,2016,Brent Simon,Team USA White,Lylyth 3,2,USA,legion,TRUE
351,3,1,2016,Christopher Muller,Team Germany Gold,Severius 2,2,Germany,protectorate,TRUE
352,3,1,2016,Bernhard Fischer,Team Germany Gold,Kaya 2,2,Germany,circle,TRUE
353,3,0,2016,Christian Metz,Team Germany Gold,Vladimir 1,2,Germany,khador,TRUE
354,3,0,2016,Moritz Gatt,Team Germany Gold,Amon 1,2,Germany,protectorate,TRUE
355,3,1,2016,Philipp Schaper,Team Germany Gold,Vyros 2,2,Germany,retribution,TRUE
356,3,0,2016,Joao Isidro,Team Portugal Primal,Wurmwood 1,2,Portugal,circle,TRUE
357,3,1,2016,Bruno Settimelli,Team Portugal Primal,Madrak 2,2,Portugal,trollbloods,TRUE
358,3,1,2016,Alberto Santos,Team Portugal Primal,Sorscha 1,2,Portugal,khador,TRUE
359,3,0,2016,Luis Leite,Team Portugal Primal,High Reclaimer 1,2,Portugal,protectorate,TRUE
360,3,0,2016,Andre Valentim,Team Portugal Primal,Issyria 1,2,Portugal,retribution,TRUE
361,3,1,2016,Victor Pons Tec,Team France Asterix,Baldur 2,2,France,trollbloods,FALSE
362,3,1,2016,Antoine Granet Tza,Team France Asterix,Wurmwood 1,2,France,circle,TRUE
363,3,1,2016,Julien Dupoirieux,Team France Asterix,Baldur 2,2,France,circle,TRUE
364,3,1,2016,Matthieu Vega Mouskapet,Team France Asterix,Scaverous 1,2,France,cryx,TRUE
365,3,0,2016,Pierre Arnauld de Seze,Team France Asterix,Harkevich 1,2,France,khador,TRUE
366,3,0,2016,Andrew Kenny,Team England Knights,Madrak 2,2,England,trollbloods,TRUE
367,3,1,2016,Jamie Cooke-Rogers,Team England Knights,Lylyth 3,2,England,legion,TRUE
368,3,0,2016,Chris Murdoch,Team England Knights,MacBain 1,2,England,mercenaries,TRUE
369,3,0,2016,Andy Garrard,Team England Knights,Grim 2,2,England,trollbloods,TRUE
370,3,1,2016,Andy McBirnie,Team England Knights,Witch coven 1,2,England,cryx,TRUE
371,3,1,2016,Adam Jones,Team Wales Crafanc,Borka 2,2,Wales,trollbloods,TRUE
372,3,1,2016,Rhys Phillips,Team Wales Crafanc,Helynna 1,2,Wales,retribution,TRUE
373,3,1,2016,Ben Jenkins,Team Wales Crafanc,Deneghra 1,2,Wales,cryx,TRUE
374,3,1,2016,Scott Hooper-Jones,Team Wales Crafanc,Magnus 2,2,Wales,mercenaries,TRUE
375,3,1,2016,Alun Evans,Team Wales Crafanc,Kreoss 1,2,Wales,protectorate,TRUE
376,3,0,2016,Vincenzo Rotondo,Team Italy Leonardo,Caine 2,2,Italy,cygnar,TRUE
377,3,0,2016,Diego Moruzzo,Team Italy Leonardo,Madrak 2,2,Italy,protectorate,FALSE
378,3,1,2016,Francesco Recchiuti,Team Italy Leonardo,Deneghra 1,2,Italy,cryx,TRUE
379,3,0,2016,Andrea Cesana,Team Italy Leonardo,Irusk 2,2,Italy,khador,TRUE
380,3,1,2016,Davide Insinna,Team Italy Leonardo,Madrak 2,2,Italy,trollbloods,TRUE
381,3,1,2016,Jason Mcleod,Team China Egg Roll,Carver 1,2,China,minions,TRUE
382,3,1,2016,He Jiang,Team China Egg Roll,Madrak 2,2,China,trollbloods,TRUE
383,3,1,2016,Chen Ge,Team China Egg Roll,High Reclaimer 1,2,China,protectorate,TRUE
384,3,0,2016,Guanbo Liu,Team China Egg Roll,Deneghra 1,2,China,cryx,TRUE
385,3,1,2016,Luke Pollard,Team China Egg Roll,Wurmwood 1,2,China,circle,TRUE
386,3,0,2016,Soren,Team Denmark Jotunheim,Stryker 2,2,Denmark,cygnar,TRUE
387,3,0,2016,Jan D'Souza,Team Denmark Jotunheim,Scaverous 1,2,Denmark,cryx,TRUE
388,3,0,2016,Simon Sorensen,Team Denmark Jotunheim,Malekus 1,2,Denmark,protectorate,TRUE
389,3,0,2016,Mikkel Ernst,Team Denmark Jotunheim,Karchev 1,2,Denmark,khador,TRUE
390,3,0,2016,Benjamin Kierkegaard,Team Denmark Jotunheim,Ossyan 1,2,Denmark,retribution,TRUE
391,3,1,2016,Michal Dzurenda,Team Czech Republic Red,Issyria 1,2,Czech.Republic,retribution,TRUE
392,3,1,2016,Tomáš Pešták,Team Czech Republic Red,Skarre 2,2,Czech.Republic,cryx,TRUE
393,3,0,2016,Adam Tuma,Team Czech Republic Red,Kreoss 1,2,Czech.Republic,protectorate,TRUE
394,3,1,2016,Lukáš Maršík,Team Czech Republic Red,Madrak 2,2,Czech.Republic,trollbloods,TRUE
395,3,1,2016,Daniel Bogdanoski,Team Czech Republic Red,Irusk 2,2,Czech.Republic,khador,TRUE
396,3,1,2016,Antti Jussila,Team Finland Joukahainen,Magnus 2,2,Finland,mercenaries,TRUE
397,3,1,2016,Tuomas Toimela,Team Finland Joukahainen,Xerxis 1,2,Finland,skorne,TRUE
398,3,1,2016,Jani Kautto,Team Finland Joukahainen,Thyra 1,2,Finland,protectorate,TRUE
399,3,1,2016,Jarkko Vahamaa,Team Finland Joukahainen,Baldur 2,2,Finland,circle,TRUE
400,3,1,2016,Joonas Heinonen,Team Finland Joukahainen,Axis 1,2,Finland,convergence,TRUE
401,3,1,2016,Rohan Mowle,Team Australia Wallaby,High Reclaimer 1,2,Australia,protectorate,TRUE
